"plec","waga","wiek","wojewodztwo","podregion66","godzin_internetu","rok","woj_id"
"kobieta",0.157477,NA,"Podlaskie","BIAŁOSTOCKI",30,"2015","11"
"mężczyzna",0.493516,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",30,"2015","11"
"kobieta",0.3444992442,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",10,"2015","11"
"kobieta",0.0563156208,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",10,"2015","11"
"kobieta",0.100864,"45-59 lat","Podlaskie","BIAŁOSTOCKI",1,"2015","11"
"kobieta",0.205755,"45-59 lat","Podlaskie","BIAŁOSTOCKI",10,"2015","11"
"mężczyzna",0.5355,"60-64 lata","Podlaskie","BIAŁOSTOCKI",8,"2015","11"
"kobieta",0.543446,"25-34 lata","Podlaskie","BIAŁOSTOCKI",6,"2015","11"
"mężczyzna",0.054483,"45-59 lat","Podlaskie","BIAŁOSTOCKI",0,"2015","11"
"kobieta",0.056058,"45-59 lat","Podlaskie","BIAŁOSTOCKI",1,"2015","11"
"mężczyzna",0.078507,"do 24 lat","Podlaskie","BIAŁOSTOCKI",20,"2015","11"
"kobieta",0.2840624145,"60-64 lata","Podlaskie","BIAŁOSTOCKI",10,"2015","11"
"mężczyzna",0.3171049407,"60-64 lata","Podlaskie","BIAŁOSTOCKI",30,"2015","11"
"mężczyzna",0.45583126272,"45-59 lat","Podlaskie","BIAŁOSTOCKI",14,"2015","11"
"kobieta",0.32748415752,"45-59 lat","Podlaskie","BIAŁOSTOCKI",10,"2015","11"
"kobieta",0.291755,"35-44 lata","Podlaskie","BIAŁOSTOCKI",10,"2015","11"
"mężczyzna",0.309669,"45-59 lat","Podlaskie","BIAŁOSTOCKI",4,"2015","11"
"kobieta",0.52968,"25-34 lata","Podlaskie","BIAŁOSTOCKI",90,"2015","11"
"kobieta",0.519871,"45-59 lat","Podlaskie","BIAŁOSTOCKI",1,"2015","11"
"mężczyzna",0.97,"35-44 lata","Podlaskie","SUWALSKI",10,"2015","11"
"kobieta",0.97,"35-44 lata","Podlaskie","SUWALSKI",1,"2015","11"
"mężczyzna",1,"do 24 lat","Podlaskie","SUWALSKI",20,"2015","11"
"kobieta",0.467734,"65+ lat","Pomorskie","SŁUPSKI",10,"2015","4"
"kobieta",0.461801,"45-59 lat","Pomorskie","SŁUPSKI",5,"2015","4"
"mężczyzna",0.439436,"45-59 lat","Pomorskie","SŁUPSKI",4,"2015","4"
"kobieta",0.765765,"do 24 lat","Pomorskie","SŁUPSKI",10,"2015","4"
"mężczyzna",0.413531,"65+ lat","Pomorskie","SŁUPSKI",1,"2015","4"
"mężczyzna",1.0868486444,"65+ lat","Pomorskie","GDAŃSKI",4,"2015","4"
"kobieta",0.9650105625,"65+ lat","Pomorskie","GDAŃSKI",10,"2015","4"
"mężczyzna",0.507759,"do 24 lat","Pomorskie","GDAŃSKI",4,"2015","4"
"mężczyzna",2.776594,"do 24 lat","Pomorskie","GDAŃSKI",55,"2015","4"
"mężczyzna",1.614827,"45-59 lat","Pomorskie","GDAŃSKI",4,"2015","4"
"kobieta",1,"45-59 lat","Pomorskie","STAROGARDZKI",3,"2015","4"
"mężczyzna",0.149994,"45-59 lat","Pomorskie","GDAŃSKI",10,"2015","4"
"mężczyzna",0.799014,"25-34 lata","Pomorskie","STAROGARDZKI",2,"2015","4"
"mężczyzna",0.3744706728,"45-59 lat","Pomorskie","STAROGARDZKI",7,"2015","4"
"kobieta",0.519413,"do 24 lat","Pomorskie","STAROGARDZKI",18,"2015","4"
"kobieta",0.481852,"do 24 lat","Pomorskie","STAROGARDZKI",18,"2015","4"
"kobieta",0.799014,"do 24 lat","Pomorskie","STAROGARDZKI",22,"2015","4"
"mężczyzna",0.28553763,"35-44 lata","Pomorskie","STAROGARDZKI",1,"2015","4"
"kobieta",0.21827671008,"35-44 lata","Pomorskie","STAROGARDZKI",4,"2015","4"
"mężczyzna",0.35221498488,"do 24 lat","Pomorskie","STAROGARDZKI",10,"2015","4"
"kobieta",1.099033,"35-44 lata","Pomorskie","STAROGARDZKI",4,"2015","4"
"kobieta",1,"45-59 lat","Pomorskie","STAROGARDZKI",1,"2015","4"
"kobieta",0.97,"45-59 lat","Pomorskie","STAROGARDZKI",8,"2015","4"
"mężczyzna",0.2222763342,"25-34 lata","Pomorskie","STAROGARDZKI",3,"2015","4"
"kobieta",0.2280986234,"25-34 lata","Pomorskie","STAROGARDZKI",20,"2015","4"
"mężczyzna",0.97,"60-64 lata","Pomorskie","GDAŃSKI",20,"2015","4"
"kobieta",0.97,"25-34 lata","Pomorskie","GDAŃSKI",4,"2015","4"
"mężczyzna",0.253195,"45-59 lat","Pomorskie","STAROGARDZKI",2,"2015","4"
"mężczyzna",0.282026,"25-34 lata","Pomorskie","STAROGARDZKI",8,"2015","4"
"mężczyzna",0.123679,"45-59 lat","Pomorskie","STAROGARDZKI",1,"2015","4"
"kobieta",0.114735,"45-59 lat","Pomorskie","STAROGARDZKI",2,"2015","4"
"kobieta",0.497509,"60-64 lata","Pomorskie","STAROGARDZKI",20,"2015","4"
"mężczyzna",0.527447,"60-64 lata","Pomorskie","STAROGARDZKI",20,"2015","4"
"kobieta",0.14927,"45-59 lat","Pomorskie","STAROGARDZKI",10,"2015","4"
"kobieta",0.139545,"60-64 lata","Pomorskie","STAROGARDZKI",5,"2015","4"
"kobieta",0.236862,"65+ lat","Pomorskie","GDAŃSKI",10,"2015","4"
"mężczyzna",1,"45-59 lat","Pomorskie","SŁUPSKI",5,"2015","4"
"kobieta",0.623747,"35-44 lata","Pomorskie","STAROGARDZKI",15,"2015","4"
"kobieta",1.291887,"45-59 lat","Pomorskie","STAROGARDZKI",10,"2015","4"
"mężczyzna",1.391557,"do 24 lat","Pomorskie","STAROGARDZKI",10,"2015","4"
"kobieta",1.085116,"45-59 lat","Pomorskie","STAROGARDZKI",2,"2015","4"
"mężczyzna",1.391557,"do 24 lat","Pomorskie","STAROGARDZKI",99,"2015","4"
"kobieta",0.380728,"45-59 lat","Pomorskie","STAROGARDZKI",2,"2015","4"
"mężczyzna",0.426451,"25-34 lata","Pomorskie","STAROGARDZKI",6,"2015","4"
"mężczyzna",2.538949,"do 24 lat","Pomorskie","STAROGARDZKI",40,"2015","4"
"kobieta",1.55177,"45-59 lat","Pomorskie","STAROGARDZKI",0,"2015","4"
"mężczyzna",1.863199,"25-34 lata","Pomorskie","STAROGARDZKI",5,"2015","4"
"kobieta",0.182648,"25-34 lata","Pomorskie","GDAŃSKI",5,"2015","4"
"kobieta",0.224508,"do 24 lat","Pomorskie","GDAŃSKI",20,"2015","4"
"kobieta",0.224508,"do 24 lat","Pomorskie","GDAŃSKI",10,"2015","4"
"kobieta",0.436009,"65+ lat","Pomorskie","GDAŃSKI",2,"2015","4"
"mężczyzna",0.424014,"65+ lat","Pomorskie","GDAŃSKI",14,"2015","4"
"mężczyzna",1.088641,"65+ lat","Pomorskie","GDAŃSKI",8,"2015","4"
"kobieta",1.131412,"25-34 lata","Pomorskie","GDAŃSKI",7,"2015","4"
"mężczyzna",0.2355082109,"45-59 lat","Pomorskie","GDAŃSKI",12,"2015","4"
"kobieta",0.232201,"45-59 lat","Pomorskie","GDAŃSKI",2,"2015","4"
"mężczyzna",0.482965,"45-59 lat","Pomorskie","GDAŃSKI",5,"2015","4"
"kobieta",0.42745087,"35-44 lata","Pomorskie","GDAŃSKI",8,"2015","4"
"kobieta",0.742947,"do 24 lat","Pomorskie","GDAŃSKI",20,"2015","4"
"mężczyzna",0.8318035859,"45-59 lat","Pomorskie","STAROGARDZKI",1,"2015","4"
"kobieta",0.782433622,"35-44 lata","Pomorskie","STAROGARDZKI",2,"2015","4"
"kobieta",1.359939,"do 24 lat","Pomorskie","STAROGARDZKI",10,"2015","4"
"mężczyzna",0.3486,"65+ lat","Pomorskie","STAROGARDZKI",7,"2015","4"
"kobieta",0.309521,"65+ lat","Pomorskie","STAROGARDZKI",0,"2015","4"
"kobieta",0.97,"45-59 lat","Pomorskie","TRÓJMIEJSKI",30,"2015","4"
"kobieta",1.1779390552,"45-59 lat","Pomorskie","TRÓJMIEJSKI",10,"2015","4"
"kobieta",1.64864,"do 24 lat","Pomorskie","TRÓJMIEJSKI",29,"2015","4"
"mężczyzna",0.2452070081,"65+ lat","Pomorskie","TRÓJMIEJSKI",10,"2015","4"
"mężczyzna",0.5419,"60-64 lata","Pomorskie","TRÓJMIEJSKI",6,"2015","4"
"kobieta",0.546765,"45-59 lat","Pomorskie","TRÓJMIEJSKI",2,"2015","4"
"kobieta",1,"60-64 lata","Pomorskie","TRÓJMIEJSKI",3,"2015","4"
"kobieta",0.554933411,"60-64 lata","Pomorskie","TRÓJMIEJSKI",2,"2015","4"
"mężczyzna",1,"25-34 lata","Pomorskie","TRÓJMIEJSKI",12,"2015","4"
"kobieta",1,"45-59 lat","Pomorskie","TRÓJMIEJSKI",20,"2015","4"
"mężczyzna",0.97,"60-64 lata","Pomorskie","TRÓJMIEJSKI",10,"2015","4"
"kobieta",1,"25-34 lata","Pomorskie","TRÓJMIEJSKI",20,"2015","4"
"kobieta",1,"35-44 lata","Pomorskie","TRÓJMIEJSKI",6,"2015","4"
"mężczyzna",1,"35-44 lata","Pomorskie","TRÓJMIEJSKI",6,"2015","4"
"mężczyzna",1.562503,"do 24 lat","Pomorskie","TRÓJMIEJSKI",30,"2015","4"
"mężczyzna",0.451931,"65+ lat","Pomorskie","TRÓJMIEJSKI",15,"2015","4"
"kobieta",0.419061,"60-64 lata","Pomorskie","TRÓJMIEJSKI",5,"2015","4"
"kobieta",0.2075079678,"45-59 lat","Pomorskie","TRÓJMIEJSKI",3,"2015","4"
"kobieta",1.502387,"45-59 lat","Pomorskie","TRÓJMIEJSKI",10,"2015","4"
"mężczyzna",1.681722,"45-59 lat","Pomorskie","TRÓJMIEJSKI",6,"2015","4"
"kobieta",1.2202296875,"65+ lat","Pomorskie","TRÓJMIEJSKI",10,"2015","4"
"mężczyzna",0.6637099191,"45-59 lat","Wielkopolskie","PILSKI",5,"2015","9"
"kobieta",2.411197,"do 24 lat","Wielkopolskie","KONIŃSKI",10,"2015","9"
"kobieta",1,"65+ lat","Wielkopolskie","KALISKI",10,"2015","9"
"mężczyzna",0.97,"65+ lat","Wielkopolskie","KALISKI",3,"2015","9"
"kobieta",1.04521,"25-34 lata","Wielkopolskie","KALISKI",3,"2015","9"
"kobieta",0.328307,"45-59 lat","Wielkopolskie","KALISKI",6,"2015","9"
"mężczyzna",0.384576,"35-44 lata","Wielkopolskie","KALISKI",7,"2015","9"
"kobieta",0.328307,"45-59 lat","Wielkopolskie","KALISKI",7,"2015","9"
"mężczyzna",1.998447,"25-34 lata","Wielkopolskie","KONIŃSKI",20,"2015","9"
"mężczyzna",1.520152,"45-59 lat","Wielkopolskie","KONIŃSKI",1,"2015","9"
"mężczyzna",1.998447,"25-34 lata","Wielkopolskie","KONIŃSKI",15,"2015","9"
"mężczyzna",1.122605,"25-34 lata","Wielkopolskie","KALISKI",8,"2015","9"
"mężczyzna",0.6061879976,"60-64 lata","Wielkopolskie","POZNAŃSKI",10,"2015","9"
"kobieta",1,"35-44 lata","Wielkopolskie","POZNAŃSKI",2,"2015","9"
"kobieta",1,"do 24 lat","Wielkopolskie","POZNAŃSKI",14,"2015","9"
"mężczyzna",1.269256,"25-34 lata","Wielkopolskie","POZNAŃSKI",4,"2015","9"
"kobieta",1.668611,"45-59 lat","Wielkopolskie","POZNAŃSKI",8,"2015","9"
"mężczyzna",1.344578,"45-59 lat","Wielkopolskie","POZNAŃSKI",0,"2015","9"
"mężczyzna",1.987471,"25-34 lata","Wielkopolskie","POZNAŃSKI",20,"2015","9"
"kobieta",1.510558,"25-34 lata","Wielkopolskie","POZNAŃSKI",10,"2015","9"
"kobieta",1.840024,"do 24 lat","Wielkopolskie","POZNAŃSKI",30,"2015","9"
"mężczyzna",1.434101,"45-59 lat","Wielkopolskie","KONIŃSKI",20,"2015","9"
"kobieta",1.327708,"45-59 lat","Wielkopolskie","KONIŃSKI",4,"2015","9"
"kobieta",1.754567,"60-64 lata","Wielkopolskie","KONIŃSKI",10,"2015","9"
"mężczyzna",1,"25-34 lata","Wielkopolskie","KONIŃSKI",16,"2015","9"
"kobieta",1,"25-34 lata","Wielkopolskie","KONIŃSKI",19,"2015","9"
"mężczyzna",1,"25-34 lata","Wielkopolskie","KONIŃSKI",24,"2015","9"
"kobieta",1,"25-34 lata","Wielkopolskie","KONIŃSKI",11,"2015","9"
"kobieta",2.3381101548,"35-44 lata","Wielkopolskie","LESZCZYŃSKI",20,"2015","9"
"mężczyzna",3.1789012175,"35-44 lata","Wielkopolskie","LESZCZYŃSKI",10,"2015","9"
"mężczyzna",0.450829,"45-59 lat","Wielkopolskie","M. POZNAŃ",6,"2015","9"
"kobieta",1.98955,"45-59 lat","Zachodniopomorskie","STARGARDZKI",10,"2015","7"
"mężczyzna",2.0693411289,"45-59 lat","Zachodniopomorskie","STARGARDZKI",10,"2015","7"
"kobieta",2.62275,"25-34 lata","Zachodniopomorskie","STARGARDZKI",15,"2015","7"
"kobieta",2.62275,"25-34 lata","Zachodniopomorskie","STARGARDZKI",35,"2015","7"
"mężczyzna",3.371485,"do 24 lat","Zachodniopomorskie","STARGARDZKI",50,"2015","7"
"mężczyzna",0.428147,"25-34 lata","Zachodniopomorskie","SZCZECIŃSKI",10,"2015","7"
"mężczyzna",0.31722340464,"25-34 lata","Zachodniopomorskie","SZCZECIŃSKI",5,"2015","7"
"kobieta",0.279521,"25-34 lata","Zachodniopomorskie","SZCZECIŃSKI",4,"2015","7"
"kobieta",0.46378751832,"65+ lat","Zachodniopomorskie","SZCZECIŃSKI",5,"2015","7"
"mężczyzna",1,"65+ lat","Zachodniopomorskie","KOSZALIŃSKI",5,"2015","7"
"mężczyzna",0.67518,"25-34 lata","Zachodniopomorskie","KOSZALIŃSKI",3,"2015","7"
"mężczyzna",0.48188,"45-59 lat","Zachodniopomorskie","KOSZALIŃSKI",3,"2015","7"
"kobieta",0.436347,"45-59 lat","Zachodniopomorskie","KOSZALIŃSKI",0,"2015","7"
"kobieta",0.440799,"25-34 lata","Zachodniopomorskie","KOSZALIŃSKI",5,"2015","7"
"mężczyzna",0.754328,"do 24 lat","Zachodniopomorskie","KOSZALIŃSKI",8,"2015","7"
"mężczyzna",0.06087623,"45-59 lat","Zachodniopomorskie","KOSZALIŃSKI",6,"2015","7"
"kobieta",0.054496928,"35-44 lata","Zachodniopomorskie","KOSZALIŃSKI",2,"2015","7"
"mężczyzna",0.101281,"do 24 lat","Zachodniopomorskie","KOSZALIŃSKI",9,"2015","7"
"mężczyzna",0.345620797,"65+ lat","Zachodniopomorskie","KOSZALIŃSKI",4,"2015","7"
"kobieta",0.2942071983,"60-64 lata","Zachodniopomorskie","KOSZALIŃSKI",2,"2015","7"
"kobieta",0.415072,"45-59 lat","Zachodniopomorskie","KOSZALIŃSKI",3,"2015","7"
"mężczyzna",0.742173,"25-34 lata","Zachodniopomorskie","KOSZALIŃSKI",20,"2015","7"
"mężczyzna",0.742173,"25-34 lata","Zachodniopomorskie","KOSZALIŃSKI",3,"2015","7"
"mężczyzna",0.171727,"35-44 lata","Zachodniopomorskie","KOSZALIŃSKI",6,"2015","7"
"mężczyzna",4.440299,"45-59 lat","Zachodniopomorskie","M.SZCZECIN",2,"2015","7"
"kobieta",1.35035887296,"45-59 lat","Zachodniopomorskie","M.SZCZECIN",10,"2015","7"
"mężczyzna",1.55860124064,"45-59 lat","Zachodniopomorskie","M.SZCZECIN",12,"2015","7"
"mężczyzna",2.247763,"do 24 lat","Zachodniopomorskie","M.SZCZECIN",20,"2015","7"
"kobieta",1,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",30,"2015","11"
"mężczyzna",1,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",3,"2015","11"
"mężczyzna",1,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",2,"2015","11"
"kobieta",0.472068,"65+ lat","Zachodniopomorskie","STARGARDZKI",2,"2015","7"
"kobieta",1,"do 24 lat","Podlaskie","BIAŁOSTOCKI",20,"2015","11"
"mężczyzna",1,"25-34 lata","Podlaskie","BIAŁOSTOCKI",5,"2015","11"
"kobieta",0.97,"25-34 lata","Podlaskie","BIAŁOSTOCKI",6,"2015","11"
"kobieta",1,"do 24 lat","Podlaskie","BIAŁOSTOCKI",8,"2015","11"
"kobieta",1,"45-59 lat","Podlaskie","BIAŁOSTOCKI",20,"2015","11"
"kobieta",1,"25-34 lata","Podlaskie","BIAŁOSTOCKI",10,"2015","11"
"mężczyzna",1,"25-34 lata","Podlaskie","BIAŁOSTOCKI",5,"2015","11"
"kobieta",1.032,"do 24 lat","Podlaskie","BIAŁOSTOCKI",10,"2015","11"
"kobieta",0.97,"do 24 lat","Podlaskie","BIAŁOSTOCKI",7,"2015","11"
"mężczyzna",0.4699494412,"60-64 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",6,"2015","2"
"kobieta",0.4227698925,"60-64 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",6,"2015","2"
"kobieta",0.32149969272,"60-64 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",8,"2015","2"
"mężczyzna",1.206635,"do 24 lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",10,"2015","2"
"kobieta",1.019184,"do 24 lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",10,"2015","2"
"kobieta",0.8673434712,"25-34 lata","Lubelskie","BIALSKI",10,"2015","15"
"kobieta",0.271006,"65+ lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",8,"2015","15"
"mężczyzna",0.337927,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",60,"2015","15"
"kobieta",0.146833,"45-59 lat","Lubelskie","BIALSKI",20,"2015","15"
"kobieta",0.151274,"25-34 lata","Lubelskie","BIALSKI",6,"2015","15"
"mężczyzna",0.086888,"25-34 lata","Lubelskie","BIALSKI",6,"2015","15"
"mężczyzna",0.151274,"do 24 lat","Lubelskie","BIALSKI",3,"2015","15"
"kobieta",0.271407,"25-34 lata","Lubelskie","PUŁAWSKI",5,"2015","15"
"mężczyzna",0.166894,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",4,"2015","13"
"kobieta",0.443808,"35-44 lata","Mazowieckie","M.WARSZAWA",15,"2015","3"
"kobieta",1.032,"45-59 lat","Mazowieckie","M.WARSZAWA",2,"2015","3"
"kobieta",1.3513629205,"65+ lat","Mazowieckie","M.WARSZAWA",2,"2015","3"
"kobieta",1.613262,"45-59 lat","Mazowieckie","M.WARSZAWA",12,"2015","3"
"mężczyzna",1.906372,"60-64 lata","Mazowieckie","M.WARSZAWA",4,"2015","3"
"mężczyzna",4.113419,"35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",15,"2015","3"
"kobieta",3.5919120952,"35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",7,"2015","3"
"kobieta",1,"65+ lat","Mazowieckie","RADOMSKI",1,"2015","3"
"mężczyzna",0.685863,"25-34 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",20,"2015","3"
"kobieta",0.541243,"45-59 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",1,"2015","3"
"mężczyzna",0.459754,"35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",3,"2015","3"
"kobieta",0.426683,"35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",30,"2015","3"
"kobieta",0.439437,"45-59 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",6,"2015","3"
"kobieta",0.324756,"45-59 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",30,"2015","3"
"mężczyzna",4.4231,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",2,"2015","3"
"kobieta",1.2523068503,"35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",3,"2015","3"
"kobieta",1.089804,"do 24 lat","Mazowieckie","RADOMSKI",1,"2015","3"
"kobieta",2.75824407816,"45-59 lat","Mazowieckie","RADOMSKI",3,"2015","3"
"mężczyzna",3.531042,"do 24 lat","Mazowieckie","RADOMSKI",4,"2015","3"
"kobieta",0.2231861845,"45-59 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",7,"2015","3"
"mężczyzna",0.6660386466,"45-59 lat","Opolskie","OPOLSKI",2,"2015","0"
"kobieta",0.46989,"35-44 lata","Opolskie","OPOLSKI",40,"2015","0"
"kobieta",0.7226601268,"do 24 lat","Opolskie","OPOLSKI",4,"2015","0"
"mężczyzna",1,"25-34 lata","Opolskie","NYSKI",2,"2015","0"
"kobieta",1,"35-44 lata","Opolskie","NYSKI",1,"2015","0"
"mężczyzna",1.032,"45-59 lat","Opolskie","NYSKI",20,"2015","0"
"kobieta",1,"25-34 lata","Opolskie","NYSKI",15,"2015","0"
"kobieta",1,"25-34 lata","Opolskie","OPOLSKI",20,"2015","0"
"kobieta",1,"45-59 lat","Opolskie","OPOLSKI",7,"2015","0"
"kobieta",1,"35-44 lata","Opolskie","OPOLSKI",20,"2015","0"
"kobieta",1,"do 24 lat","Opolskie","OPOLSKI",17,"2015","0"
"mężczyzna",1,"65+ lat","Opolskie","OPOLSKI",4,"2015","0"
"mężczyzna",0.1899272513,"45-59 lat","Opolskie","NYSKI",10,"2015","0"
"kobieta",0.1898510384,"45-59 lat","Opolskie","NYSKI",7,"2015","0"
"mężczyzna",1.477622,"65+ lat","Opolskie","OPOLSKI",6,"2015","0"
"mężczyzna",1,"45-59 lat","Opolskie","OPOLSKI",2,"2015","0"
"kobieta",1,"45-59 lat","Opolskie","OPOLSKI",1,"2015","0"
"mężczyzna",0.1160571923,"45-59 lat","Opolskie","NYSKI",2,"2015","0"
"mężczyzna",0.126864276,"60-64 lata","Opolskie","NYSKI",1,"2015","0"
"kobieta",0.164147598,"25-34 lata","Opolskie","NYSKI",10,"2015","0"
"kobieta",0.12817277976,"45-59 lat","Opolskie","NYSKI",1,"2015","0"
"kobieta",1,"45-59 lat","Opolskie","OPOLSKI",1,"2015","0"
"kobieta",0.97,"45-59 lat","Opolskie","OPOLSKI",14,"2015","0"
"mężczyzna",0.97,"45-59 lat","Opolskie","OPOLSKI",25,"2015","0"
"kobieta",1.017617,"60-64 lata","Podkarpackie","RZESZOWSKI",10,"2015","14"
"kobieta",0.09610115064,"65+ lat","Podkarpackie","PRZEMYSKI",8,"2015","14"
"kobieta",0.461541,"45-59 lat","Podkarpackie","PRZEMYSKI",1,"2015","14"
"kobieta",1.469109,"25-34 lata","Podkarpackie","KROŚNIEŃSKI",6,"2015","14"
"mężczyzna",0.8309097309,"35-44 lata","Podkarpackie","PRZEMYSKI",3,"2015","14"
"kobieta",0.808962,"35-44 lata","Podkarpackie","PRZEMYSKI",1,"2015","14"
"mężczyzna",0.33528309504,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",15,"2015","14"
"kobieta",0.71918,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",2,"2015","14"
"kobieta",0.967791,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",19,"2015","14"
"kobieta",0.9105945519,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",2,"2015","14"
"mężczyzna",0.383464,"60-64 lata","Podkarpackie","PRZEMYSKI",20,"2015","14"
"kobieta",0.628518,"45-59 lat","Podkarpackie","TARNOBRZESKI",10,"2015","14"
"mężczyzna",1.209357,"45-59 lat","Podkarpackie","TARNOBRZESKI",3,"2015","14"
"mężczyzna",1.571876,"do 24 lat","Podkarpackie","TARNOBRZESKI",15,"2015","14"
"mężczyzna",0.320455866,"45-59 lat","Podkarpackie","RZESZOWSKI",1,"2015","14"
"kobieta",0.318149,"do 24 lat","Podkarpackie","RZESZOWSKI",30,"2015","14"
"mężczyzna",0.393921,"do 24 lat","Podkarpackie","TARNOBRZESKI",21,"2015","14"
"kobieta",0.237674,"45-59 lat","Podkarpackie","TARNOBRZESKI",3,"2015","14"
"kobieta",0.319835,"do 24 lat","Podkarpackie","TARNOBRZESKI",7,"2015","14"
"mężczyzna",0.164442,"do 24 lat","Podlaskie","BIAŁOSTOCKI",12,"2015","11"
"kobieta",0.124771,"do 24 lat","Podlaskie","BIAŁOSTOCKI",10,"2015","11"
"mężczyzna",0.413788,"45-59 lat","Podlaskie","BIAŁOSTOCKI",14,"2015","11"
"mężczyzna",0.076326,"45-59 lat","Podlaskie","BIAŁOSTOCKI",10,"2015","11"
"kobieta",0.055719,"35-44 lata","Podlaskie","BIAŁOSTOCKI",50,"2015","11"
"mężczyzna",0.085218,"do 24 lat","Podlaskie","BIAŁOSTOCKI",20,"2015","11"
"kobieta",0.186251155,"45-59 lat","Podlaskie","BIAŁOSTOCKI",15,"2015","11"
"mężczyzna",0.850333,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",40,"2015","11"
"kobieta",0.610908,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",14,"2015","11"
"kobieta",0.4737453276,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",3,"2015","11"
"mężczyzna",0.546901,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",4,"2015","11"
"kobieta",0.091433,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",4,"2015","11"
"mężczyzna",0.146338,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",12,"2015","11"
"mężczyzna",0.289181,"25-34 lata","Podlaskie","BIAŁOSTOCKI",20,"2015","11"
"mężczyzna",1.21987947,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",6,"2015","11"
"kobieta",0.96596064816,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",1,"2015","11"
"mężczyzna",0.986709,"45-59 lat","Pomorskie","TRÓJMIEJSKI",10,"2015","4"
"kobieta",0.923661,"45-59 lat","Pomorskie","TRÓJMIEJSKI",20,"2015","4"
"mężczyzna",0.6425857732,"65+ lat","Pomorskie","TRÓJMIEJSKI",7,"2015","4"
"kobieta",0.702268,"65+ lat","Pomorskie","TRÓJMIEJSKI",2,"2015","4"
"mężczyzna",1.200382,"35-44 lata","Pomorskie","TRÓJMIEJSKI",30,"2015","4"
"kobieta",1.092625,"35-44 lata","Pomorskie","TRÓJMIEJSKI",25,"2015","4"
"kobieta",0.881714,"65+ lat","Pomorskie","TRÓJMIEJSKI",10,"2015","4"
"kobieta",1.87339,"35-44 lata","Pomorskie","GDAŃSKI",11,"2015","4"
"mężczyzna",1.616337,"35-44 lata","Pomorskie","TRÓJMIEJSKI",20,"2015","4"
"kobieta",1.47124,"35-44 lata","Pomorskie","TRÓJMIEJSKI",24,"2015","4"
"mężczyzna",1.700194,"do 24 lat","Pomorskie","TRÓJMIEJSKI",10,"2015","4"
"mężczyzna",0.280259,"do 24 lat","Pomorskie","TRÓJMIEJSKI",5,"2015","4"
"kobieta",0.33258,"35-44 lata","Pomorskie","TRÓJMIEJSKI",2,"2015","4"
"kobieta",0.323873,"45-59 lat","Pomorskie","TRÓJMIEJSKI",3,"2015","4"
"kobieta",1,"do 24 lat","Pomorskie","TRÓJMIEJSKI",3,"2015","4"
"mężczyzna",1.651862,"25-34 lata","Pomorskie","SŁUPSKI",10,"2015","4"
"mężczyzna",0.701686,"do 24 lat","Pomorskie","SŁUPSKI",11,"2015","4"
"mężczyzna",0.757957,"45-59 lat","Pomorskie","GDAŃSKI",3,"2015","4"
"mężczyzna",0.895975,"25-34 lata","Pomorskie","GDAŃSKI",6,"2015","4"
"kobieta",0.760143,"25-34 lata","Pomorskie","GDAŃSKI",3,"2015","4"
"mężczyzna",0.7857446491,"35-44 lata","Pomorskie","SŁUPSKI",4,"2015","4"
