"plec","edukacja","wiek","wojewodztwo","podregion66","waga","rok"
"mężczyzna","średnie","45-59 lat","Pomorskie","STAROGARDZKI",8.328693381696,"2003"
"mężczyzna","średnie","45-59 lat","Pomorskie","TRÓJMIEJSKI",4.77601913984,"2003"
"mężczyzna","średnie","45-59 lat","Śląskie","BIELSKI",1.430489375744,"2003"
"mężczyzna","średnie","45-59 lat","Śląskie","BYTOMSKI",1.484718993472,"2003"
"mężczyzna","średnie","45-59 lat","Śląskie","CZĘSTOCHOWSKI",12.781741438752,"2003"
"mężczyzna","średnie","45-59 lat","Śląskie","GLIWICKI",1.484718993472,"2003"
"mężczyzna","średnie","45-59 lat","Śląskie","KATOWICKI",8.908313960832,"2003"
"mężczyzna","średnie","45-59 lat","Śląskie","RYBNICKI",7.369365349632,"2003"
"mężczyzna","średnie","45-59 lat","Śląskie","SOSNOWIECKI",10.393032954304,"2003"
"mężczyzna","średnie","45-59 lat","Śląskie","TYSKI",4.454156980416,"2003"
"mężczyzna","średnie","45-59 lat","Świętokrzyskie","KIELECKI",8.04916758464,"2003"
"mężczyzna","średnie","45-59 lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",3.9506343136,"2003"
"mężczyzna","średnie","45-59 lat","Warmińsko-Mazurskie","ELBLĄSKI",1.515866944384,"2003"
"mężczyzna","średnie","45-59 lat","Warmińsko-Mazurskie","EŁCKI",3.734300058944,"2003"
"mężczyzna","średnie","45-59 lat","Warmińsko-Mazurskie","OLSZTYŃSKI",5.906070969648,"2003"
"mężczyzna","średnie","45-59 lat","Warmińsko-Mazurskie",NA,0.757933472192,"2003"
"mężczyzna","średnie","45-59 lat","Wielkopolskie","KALISKI",4.651183912752,"2003"
"mężczyzna","średnie","45-59 lat","Wielkopolskie","KONIŃSKI",6.029480740608,"2003"
"mężczyzna","średnie","45-59 lat","Wielkopolskie","LESZCZYŃSKI",3.644310256704,"2003"
"mężczyzna","średnie","45-59 lat","Wielkopolskie","POZNAŃSKI",3.55557088224,"2003"
"mężczyzna","średnie","45-59 lat","Wielkopolskie","PILSKI",2.385170483904,"2003"
"mężczyzna","średnie","45-59 lat","Wielkopolskie","M. POZNAŃ",6.07385042784,"2003"
"mężczyzna","średnie","45-59 lat","Wielkopolskie",NA,1.214770085568,"2003"
"mężczyzna","średnie","45-59 lat","Zachodniopomorskie","KOSZALIŃSKI",5.1763501756,"2003"
"mężczyzna","średnie","45-59 lat","Zachodniopomorskie","STARGARDZKI",7.87825870624,"2003"
"mężczyzna","średnie","45-59 lat","Zachodniopomorskie","SZCZECIŃSKI",0.7637237964,"2003"
"mężczyzna","średnie","45-59 lat","Zachodniopomorskie","M.SZCZECIN",6.17767693088,"2003"
"mężczyzna","średnie","60-64 lata","Dolnośląskie","JELENIOGÓRSKI",1.884463380672,"2003"
"mężczyzna","średnie","60-64 lata","Dolnośląskie","WROCŁAWSKI",1.850048205408,"2003"
"mężczyzna","średnie","60-64 lata","Dolnośląskie","WAŁBRZYSKI",2.053175272864,"2003"
"mężczyzna","średnie","60-64 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",0.766113617376,"2003"
"mężczyzna","średnie","60-64 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",1.504244802528,"2003"
"mężczyzna","średnie","60-64 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",1.669404193824,"2003"
"mężczyzna","średnie","60-64 lata","Lubelskie","LUBELSKI",0.959843497632,"2003"
"mężczyzna","średnie","60-64 lata","Lubuskie","GORZOWSKI",0.96864940128,"2003"
"mężczyzna","średnie","60-64 lata","Lubuskie","ZIELONOGÓRSKI",0.48432470064,"2003"
"mężczyzna","średnie","60-64 lata","Łódzkie","SIERADZKI",2.87056811712,"2003"
"mężczyzna","średnie","60-64 lata","Małopolskie","KRAKOWSKI",0.984174913536,"2003"
"mężczyzna","średnie","60-64 lata","Małopolskie","NOWOSĄDECKI",0.984174913536,"2003"
"mężczyzna","średnie","60-64 lata","Małopolskie","M. KRAKÓW",2.042969646336,"2003"
"mężczyzna","średnie","60-64 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",2.46565302144,"2003"
"mężczyzna","średnie","60-64 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",2.68639755328,"2003"
"mężczyzna","średnie","60-64 lata","Opolskie","NYSKI",0.554771929824,"2003"
"mężczyzna","średnie","60-64 lata","Opolskie","OPOLSKI",0.554771929824,"2003"
"mężczyzna","średnie","60-64 lata","Podkarpackie","PRZEMYSKI",0.780552517632,"2003"
"mężczyzna","średnie","60-64 lata","Podkarpackie","RZESZOWSKI",1.620286271232,"2003"
"mężczyzna","średnie","60-64 lata","Podkarpackie","TARNOBRZESKI",1.590695653248,"2003"
"mężczyzna","średnie","60-64 lata","Podlaskie","BIAŁOSTOCKI",1.611480367584,"2003"
"mężczyzna","średnie","60-64 lata","Pomorskie","GDAŃSKI",0.810143135616,"2003"
"mężczyzna","średnie","60-64 lata","Pomorskie","SŁUPSKI",1.620286271232,"2003"
"mężczyzna","średnie","60-64 lata","Pomorskie","TRÓJMIEJSKI",1.620286271232,"2003"
"mężczyzna","średnie","60-64 lata","Śląskie","BIELSKI",1.259244221664,"2003"
"mężczyzna","średnie","60-64 lata","Śląskie","BYTOMSKI",1.484718993472,"2003"
"mężczyzna","średnie","60-64 lata","Śląskie","GLIWICKI",1.213250108928,"2003"
"mężczyzna","średnie","60-64 lata","Śląskie","RYBNICKI",1.213250108928,"2003"
"mężczyzna","średnie","60-64 lata","Świętokrzyskie","KIELECKI",0.55147732224,"2003"
"mężczyzna","średnie","60-64 lata","Warmińsko-Mazurskie","ELBLĄSKI",0.642830966304,"2003"
"mężczyzna","średnie","60-64 lata","Warmińsko-Mazurskie","EŁCKI",0.642830966304,"2003"
"mężczyzna","średnie","60-64 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",1.285661932608,"2003"
"mężczyzna","średnie","60-64 lata","Zachodniopomorskie","STARGARDZKI",0,"2003"
"mężczyzna","średnie","60-64 lata","Zachodniopomorskie","M.SZCZECIN",0.74850181008,"2003"
"mężczyzna","średnie","65+ lat","Dolnośląskie","JELENIOGÓRSKI",1.179000990736,"2003"
"mężczyzna","średnie","65+ lat","Dolnośląskie","LEGNICKO-GŁOGOWSKI",1.135937775872,"2003"
"mężczyzna","średnie","65+ lat","Dolnośląskie","WAŁBRZYSKI",3.470267067072,"2003"
"mężczyzna","średnie","65+ lat","Dolnośląskie","M.WROCŁAW",2.358001981472,"2003"
"mężczyzna","średnie","65+ lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",0.923612957952,"2003"
"mężczyzna","średnie","65+ lat","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",4.565607496656,"2003"
"mężczyzna","średnie","65+ lat","Lubelskie","PUŁAWSKI",4.804153569728,"2003"
"mężczyzna","średnie","65+ lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",1.0916700544,"2003"
"mężczyzna","średnie","65+ lat","Lubuskie","GORZOWSKI",1.17775359064,"2003"
"mężczyzna","średnie","65+ lat","Lubuskie","ZIELONOGÓRSKI",1.143450088,"2003"
"mężczyzna","średnie","65+ lat","Łódzkie","PIOTRKOWSKI",1.16778649856,"2003"
"mężczyzna","średnie","65+ lat","Łódzkie","SIERADZKI",2.35550718128,"2003"
"mężczyzna","średnie","65+ lat","Łódzkie","SKIERNIEWICKI",1.21205709328,"2003"
"mężczyzna","średnie","65+ lat","Łódzkie","M. ŁÓDŹ",4.71101436256,"2003"
"mężczyzna","średnie","65+ lat","Małopolskie","NOWOSĄDECKI",2.4116401856,"2003"
"mężczyzna","średnie","65+ lat","Małopolskie","TARNOWSKI",1.278169298368,"2003"
"mężczyzna","średnie","65+ lat","Małopolskie","M. KRAKÓW",3.762158689536,"2003"
"mężczyzna","średnie","65+ lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",1.48627372544,"2003"
"mężczyzna","średnie","65+ lat","Mazowieckie","WARSZAWSKI   ZACHODNI",1.54261811872,"2003"
"mężczyzna","średnie","65+ lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",3.02889184416,"2003"
"mężczyzna","średnie","65+ lat","Mazowieckie","RADOMSKI",7.48211018688,"2003"
"mężczyzna","średnie","65+ lat","Mazowieckie","M.WARSZAWA",10.53637281088,"2003"
"mężczyzna","średnie","65+ lat","Mazowieckie","WARSZAWSKI WSCHODNI",1.54261811872,"2003"
"mężczyzna","średnie","65+ lat","Opolskie","NYSKI",1.349063203824,"2003"
"mężczyzna","średnie","65+ lat","Opolskie","OPOLSKI",1.388356306848,"2003"
"mężczyzna","średnie","65+ lat","Podkarpackie","KROŚNIEŃSKI",1.990414640448,"2003"
"mężczyzna","średnie","65+ lat","Podkarpackie","PRZEMYSKI",1.013720478016,"2003"
"mężczyzna","średnie","65+ lat","Podkarpackie","RZESZOWSKI",0,"2003"
"mężczyzna","średnie","65+ lat","Podkarpackie","TARNOBRZESKI",0.976694162432,"2003"
"mężczyzna","średnie","65+ lat","Podlaskie","BIAŁOSTOCKI",3.322658055712,"2003"
"mężczyzna","średnie","65+ lat","Podlaskie","ŁOMŻYŃSKI",2.357232133888,"2003"
"mężczyzna","średnie","65+ lat","Pomorskie","GDAŃSKI",0.976694162432,"2003"
"mężczyzna","średnie","65+ lat","Pomorskie","STAROGARDZKI",1.933034236032,"2003"
"mężczyzna","średnie","65+ lat","Pomorskie","TRÓJMIEJSKI",3.041161434048,"2003"
"mężczyzna","średnie","65+ lat","Śląskie","BIELSKI",5.858690458192,"2003"
"mężczyzna","średnie","65+ lat","Śląskie","CZĘSTOCHOWSKI",1.575674221264,"2003"
"mężczyzna","średnie","65+ lat","Śląskie","KATOWICKI",0,"2003"
"mężczyzna","średnie","65+ lat","Śląskie","RYBNICKI",1.518122448128,"2003"
"mężczyzna","średnie","65+ lat","Śląskie",NA,1.575674221264,"2003"
"mężczyzna","średnie","65+ lat","Świętokrzyskie","KIELECKI",4.21621232448,"2003"
"mężczyzna","średnie","65+ lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",0.71621555512,"2003"
"mężczyzna","średnie","65+ lat","Warmińsko-Mazurskie","ELBLĄSKI",0.7311184768,"2003"
"mężczyzna","średnie","65+ lat","Warmińsko-Mazurskie","OLSZTYŃSKI",0.7588350584,"2003"
"mężczyzna","średnie","65+ lat","Wielkopolskie","KALISKI",3.820476183264,"2003"
"mężczyzna","średnie","65+ lat","Wielkopolskie","KONIŃSKI",1.2162150936,"2003"
"mężczyzna","średnie","65+ lat","Wielkopolskie","M. POZNAŃ",2.246505820416,"2003"
"mężczyzna","średnie","65+ lat","Zachodniopomorskie","KOSZALIŃSKI",2.75675421216,"2003"
"mężczyzna","średnie","65+ lat","Zachodniopomorskie","M.SZCZECIN",5.46049392024,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Dolnośląskie","JELENIOGÓRSKI",2.475168731136,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",1.284500985984,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Dolnośląskie","WROCŁAWSKI",2.522085351552,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Dolnośląskie","WAŁBRZYSKI",2.522085351552,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Dolnośląskie","M.WROCŁAW",8.732272049264,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",3.133222031232,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",2.088814687488,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Lubelskie","BIALSKI",1.308510350208,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Lubelskie","PUŁAWSKI",2.314792350848,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Lubelskie","LUBELSKI",10.108415304592,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",1.260716783616,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Lubuskie","GORZOWSKI",3.25305554112,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Łódzkie","ŁÓDZKI",2.64103006464,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Łódzkie","PIOTRKOWSKI",1.32051503232,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Łódzkie","SIERADZKI",6.55434312192,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Łódzkie","SKIERNIEWICKI",1.32051503232,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Łódzkie","M. ŁÓDŹ",10.03111401952,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Małopolskie","NOWOSĄDECKI",0,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Małopolskie","OŚWIĘCIMSKI",1.392543124992,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Małopolskie","TARNOWSKI",1.341680246784,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Małopolskie","M. KRAKÓW",13.92543124992,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",1.68065549568,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1.68065549568,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",0,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Mazowieckie","RADOMSKI",0,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Mazowieckie","M.WARSZAWA",13.10605817696,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",8.06409168992,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Opolskie","NYSKI",2.969932283136,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Opolskie","OPOLSKI",1.484966141568,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Podkarpackie","RZESZOWSKI",4.417723017216,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Podkarpackie","TARNOBRZESKI",0,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Podlaskie","BIAŁOSTOCKI",3.66142804416,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Podlaskie","ŁOMŻYŃSKI",2.196856826496,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Podlaskie","SUWALSKI",2.170109968128,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Pomorskie","GDAŃSKI",4.37738349312,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Pomorskie","STAROGARDZKI",1.104430754304,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Pomorskie","TRÓJMIEJSKI",8.835446034432,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Śląskie","BIELSKI",4.961903671296,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Śląskie","BYTOMSKI",1.716669542016,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Śląskie","CZĘSTOCHOWSKI",1.716669542016,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Śląskie","GLIWICKI",3.433339084032,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Śląskie","KATOWICKI",1.716669542016,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Śląskie","SOSNOWIECKI",3.433339084032,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Świętokrzyskie","KIELECKI",10.42907457488,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",0.78030433728,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Warmińsko-Mazurskie","ELBLĄSKI",4.38170897088,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Warmińsko-Mazurskie","EŁCKI",1.752683588352,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",1.720675052928,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Wielkopolskie","KALISKI",1.353246455808,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Wielkopolskie","KONIŃSKI",2.757794262912,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Wielkopolskie","LESZCZYŃSKI",4.162342070016,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Wielkopolskie","POZNAŃSKI",1.353246455808,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Wielkopolskie","M. POZNAŃ",4.213643421312,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Zachodniopomorskie","KOSZALIŃSKI",4.08159191808,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Zachodniopomorskie","STARGARDZKI",1.02039797952,"2003"
"mężczyzna","wyższe i policealne","25-34 lata","Zachodniopomorskie","M.SZCZECIN",0,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",2.95808939496,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Dolnośląskie","M.WROCŁAW",5.3520874416,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",0.83855015424,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",0,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Lubelskie","BIALSKI",0.97936345656,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Lubelskie","PUŁAWSKI",2.03401732896,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Lubelskie","LUBELSKI",5.11894095336,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Lubuskie","GORZOWSKI",1.1004291936,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Lubuskie","ZIELONOGÓRSKI",1.70464633416,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Łódzkie","SKIERNIEWICKI",1.32051503232,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Łódzkie","M. ŁÓDŹ",3.0771260784,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Małopolskie","KRAKOWSKI",3.12677507232,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Małopolskie","NOWOSĄDECKI",2.08081156608,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Małopolskie","OŚWIĘCIMSKI",1.00418969088,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Małopolskie","M. KRAKÓW",3.24496931904,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",1.68065549568,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1.2578980176,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","RADOMSKI",0,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","M.WARSZAWA",9.3758790384,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Mazowieckie","WARSZAWSKI WSCHODNI",0,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Opolskie","NYSKI",1.1962999188,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Opolskie","OPOLSKI",2.37192461352,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Podkarpackie","RZESZOWSKI",3.4939553184,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Podkarpackie","TARNOBRZESKI",0.79642630656,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Podlaskie","BIAŁOSTOCKI",4.2095121804,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Pomorskie","GDAŃSKI",0.82661869728,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Pomorskie","STAROGARDZKI",0.87231456,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Pomorskie","TRÓJMIEJSKI",0.82661869728,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","BIELSKI",1.23792349824,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","BYTOMSKI",0,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","GLIWICKI",3.85455892536,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","KATOWICKI",0,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Śląskie","SOSNOWIECKI",1.28485297512,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Świętokrzyskie","KIELECKI",2.05706094048,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Warmińsko-Mazurskie","EŁCKI",0.73028482848,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",1.94375489328,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Warmińsko-Mazurskie",NA,0.65590396632,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Wielkopolskie","KALISKI",4.40500285368,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Wielkopolskie","KONIŃSKI",2.404489799088,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Wielkopolskie","LESZCZYŃSKI",1.17045650592,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Wielkopolskie","POZNAŃSKI",1.12770537984,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Wielkopolskie","M. POZNAŃ",3.39215635512,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Zachodniopomorskie","KOSZALIŃSKI",0.7637237964,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Zachodniopomorskie","STARGARDZKI",1.6696047888,"2003"
"mężczyzna","wyższe i policealne","35-44 lata","Zachodniopomorskie","M.SZCZECIN",1.87072962912,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Dolnośląskie","JELENIOGÓRSKI",0,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Dolnośląskie","LEGNICKO-GŁOGOWSKI",1.070366176256,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Dolnośląskie","WROCŁAWSKI",4.322042111296,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Dolnośląskie","WAŁBRZYSKI",3.25167593504,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Dolnośląskie","M.WROCŁAW",5.55471791264,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",2.588274920976,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",1.651991500176,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Lubelskie","LUBELSKI",9.991698659184,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",3.353790786944,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Lubuskie","GORZOWSKI",2.81351374304,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Lubuskie","ZIELONOGÓRSKI",2.7574997428,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Łódzkie","ŁÓDZKI",3.42627460032,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Łódzkie","PIOTRKOWSKI",3.42627460032,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Łódzkie","SIERADZKI",2.24246797632,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Łódzkie","M. ŁÓDŹ",10.27882380096,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Małopolskie","KRAKOWSKI",1.204387435264,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Małopolskie","NOWOSĄDECKI",1.160396976128,"2003"
"mężczyzna","wyższe i policealne","45-59 lat","Małopolskie","OŚWIĘCIMSKI",1.204387435264,"2003"
